epoch,train_loss,train_cloud_loss,train_heavy_loss,train_recon_loss,train_adv_loss,lr,val_model_mae,val_model_cloud_mae,val_model_light_cloud_mae,val_model_medium_cloud_mae,val_model_heavy_cloud_mae,val_raw_cloud_mae,val_t0_mae,val_t0_cloud_mae,val_t0_light_cloud_mae,val_t0_medium_cloud_mae,val_t0_heavy_cloud_mae,val_rmse,val_psnr,val_cloud_fraction,val_heavy_fraction
71,0.20741405878773853,0.6654966223253117,0.019367300243175123,0.033603811449817535,3.476204885019191,1.3425421036992103e-05,0.009314924565842375,0.012980088737094775,0.008650305409294864,0.017922381268969428,0.0191806572003533,0.023168697312939912,0.028667232293325167,0.07957224260705213,0.009684682940132916,0.027834962810932968,0.12568871081685243,0.014229277924944958,37.150946935017906,0.1424314754937465,0.07678135236104329
72,0.21231405309178322,0.6355643440742824,0.019372687935780657,0.03333561893183893,3.579568619049193,1.2781389883488218e-05,0.00951832149682256,0.013529331549458826,0.008935441020488119,0.01864909768725435,0.02048672289263619,0.0284129490222161,0.028667232293325167,0.07957224260705213,0.009684682940132916,0.027834962810932968,0.12568871081685243,0.014502205206857374,36.98326873779297,0.1424314754937465,0.07678135236104329
73,0.22008776837416613,0.5994656264116808,0.02046598179852784,0.03502788202119215,3.701197666614462,1.2202456766718095e-05,0.009492139176776012,0.013444055007615438,0.008846233307849616,0.01834933857511108,0.020482733491403254,0.025158767549631495,0.028667232293325167,0.07957224260705213,0.009684682940132916,0.027834962810932968,0.12568871081685243,0.014481421540646503,36.99683634440104,0.1424314754937465,0.07678135236104329
74,0.22964023258828092,0.6754747942967848,0.018993883253036376,0.03299080583262063,3.932988452259148,1.1689514359585881e-05,0.009473875747062266,0.013274251386368027,0.008871823083609343,0.017505287619618077,0.01986814646617226,0.024956116879669327,0.028667232293325167,0.07957224260705213,0.009684682940132916,0.027834962810932968,0.12568871081685243,0.014312271455613276,37.100980043411255,0.1424314754937465,0.07678135236104329
75,0.22050068731671976,0.6788078503518591,0.01981461034786965,0.03466429945547134,3.7167276840258032,1.1243353582104558e-05,0.009761949021291608,0.01411771930482549,0.00925343261527208,0.01963844654771189,0.02135168129335279,0.031440320676968746,0.028667232293325167,0.07957224260705213,0.009684682940132916,0.027834962810932968,0.12568871081685243,0.014976452434590707,36.700827280680336,0.1424314754937465,0.07678135236104329
76,0.21919850895452933,0.6470034587400733,0.020102264605763292,0.03496340202885525,3.6847020755632607,1.0864662381854634e-05,0.009503480221610516,0.013214412436354905,0.008966065050723651,0.01679744969199722,0.019750003156292696,0.026755437914592523,0.028667232293325167,0.07957224260705213,0.009684682940132916,0.027834962810932968,0.12568871081685243,0.014232667357039949,37.15220546722412,0.1424314754937465,0.07678135236104329
77,0.2313682502693458,0.5707664885876511,0.01957087603538336,0.034159603341928836,3.9441728680955443,1.0554024673218808e-05,0.009461062494665384,0.013373457215493545,0.008874604284452895,0.018374754930846393,0.020154968450736742,0.02591115204268135,0.028667232293325167,0.07957224260705213,0.009684682940132916,0.027834962810932968,0.12568871081685243,0.014530150180992981,36.96141974131266,0.1424314754937465,0.07678135236104329
78,0.21069393715879414,0.6576168390793858,0.02015932796287719,0.034641711179574486,3.521044456748617,1.0311919437028318e-05,0.009492478837879995,0.013365754440504437,0.008848826148702452,0.01763939904049039,0.01973788428079823,0.02608727489132434,0.028667232293325167,0.07957224260705213,0.009684682940132916,0.027834962810932968,0.12568871081685243,0.014365490584168583,37.07527224222819,0.1424314754937465,0.07678135236104329
79,0.22498779459662424,0.5761639425240901,0.021082869807287352,0.03641420362934392,3.771471768316284,1.0138719982009244e-05,0.00977589586788478,0.014231458636155972,0.0091343249368947,0.01973434801523884,0.02120579538219001,0.032042258380291365,0.028667232293325167,0.07957224260705213,0.009684682940132916,0.027834962810932968,0.12568871081685243,0.01505588738170142,36.66639963785807,0.1424314754937465,0.07678135236104329
80,0.23151505219478472,0.6218856606975199,0.020106786413331672,0.034840887841710355,3.933483206844054,1.003469336916747e-05,0.009745833687096214,0.013976015043832982,0.009138539326765263,0.017892329507352162,0.020212547833342916,0.02754422222884993,0.028667232293325167,0.07957224260705213,0.009684682940132916,0.027834962810932968,0.12568871081685243,0.014641778368968517,36.925076365470886,0.1424314754937465,0.07678135236104329
